	yes
case	-0.009292251929694758
cases	-0.9793106953329215
cash	-0.1258940307316418
catch_the	0.15865161429093735
catch_the_attention	0.7433188446147921
cause	-0.691717722871147
cedar	-0.08925235979310273
cell	-0.08448537169373915
center	-1.3440331131457792
cents	-0.5474556857116957
certain	-1.438676495679805
certainly	1.022360114827962
certainly_not	0.6785577889294931
certainly_would	0.45025352354749965
chair	0.8339177822515094
chair_announce_the	0.026531136402733208
chair_directs_the	0.5543092816026838
chair_hears	-0.14795191349938114
chair_i	-0.128415720298686
chair_i_yield	-0.15431494482209468
chair_mr	-0.8080203146542477
chair_recognizes	0.23507926673938329
chair_recognizes_the	1.8948781292525063
chair_that	-0.02953128729134455
chair_the	-3.6357238427807617
chair_the_question	-0.466893836289761
chair_to_lay	0.8653404835096368
chair_twothirds	0.3971212550826987
chair_will_entertain	1.4198496410750971
chair_will_state	-1.311981719663061
chairman	0.41509780652897976
chairman_i	-0.7851298190657973
chairman_i_ask	1.3168963678167482
chairman_i_have	0.16436998124110425
chairman_i_make	0.5934621360862611
chairman_i_move	0.019557052062957256
chairman_i_offer	1.0645202664905526
chairman_i_thank	-1.057964464130545
chairman_i_would	-0.46121875668415746
chairman_i_yield	-0.30880751429524955
chairman_in	-0.4684754896802165
chairman_of	-0.6300595265234572
chairman_the	-2.8460300268967007
chairs	0.059847637052842094
challenge	-0.12952302748011454
chamber	-0.053018745121298956
chance	-0.07244010522095277
chandler	-0.3298630404891972
change	-0.4018880022795119
changed_their_vote	0.27911928050457474
changes	-0.5085862000467327
chapter	-0.050178285226117864
charge	-1.7054833025828122
charges	-0.18084546761671383
charles	-1.9022992538072547
cheese	-0.19510285583947
chicago	-0.28581212421339713
chief	-0.5871147630001429
children	-0.8866666418333695
china	-0.9993908029830347
choice	-0.40216577353604704
christian	-2.5042512002215997
christine	-0.46476123587267676
church	-1.4583862649201431
cigar	-0.018820281703222152
citizens	-0.3268416216406244
city	-2.853989786634533
civil	-1.2312145823867922
claims	-0.7714704563368767
clark	-0.9702461955301674
class	-0.6064034836175424
clay	-0.6341336128755013
clear	-3.91974344923291
clearly	-0.626054109535863
clerk_as_follows	0.07202548293659224
clerk_finished	-0.1063756356221699
clerk_read	-1.3087756112968831
clerk_will	2.279708740298307
clinton	-0.4265180097780341
close	-0.5193521017690427
closing	-0.25870627957956766
club	-0.7487107809706831
co	-3.0824199173432567
coal	-0.4581794898497014
coast	-0.8030373859638616
code	-0.46525037604385233
colleague_from	-0.671976581384354
colleague_the	-1.5895547819341425
colleague_the_senior	2.675626142922641
colleagues	-1.1036941304457795
college	-0.39810402764810693
collins	-0.015217030328486664
color	-0.7194894905536007
colorado	-0.6169014291512679
come	-0.45283088225924945
come_forward_and	0.30085526253033285
comes	-0.06577594243822635
coming_to_that	0.49372350737550247
commend	-1.7932399827984262
commend_the	-0.027446875870292306
commerce	-1.649299449769866
commercial	-1.1266064479396367
commission	-1.642933242273061
commit	-1.0787605311409405
commitment	-0.9431085615936539
committee	-0.3508482981356661
committee_amendment	0.7563560953880814
committee_amendment_in	1.926568970152917
committee_i	-1.3985400567021968
committee_of	0.19186695177704527
committee_of_conference	3.123057826103838
committee_of_the	0.9040555397388317
committee_on_military	0.34555576150847694
committee_on_public	1.0215551211391396
committee_on_rules	0.13892154831846015
committee_rises	0.029299633156748536
committee_the	-0.29842843980510325
committee_will	0.596080170259127
common	-0.4140366382646722
communication_to	0.28712877680574217
communities	-0.5207071185468755
community	-1.666819743743641
companies	-0.6523194344795349
company	-2.0690506113927465
compilation_required	0.6871270879358231
compilation_required_by	0.46370799355792497
complete	-1.1861560789495567
completely	-1.8563139446072892
completes	0.5789197121627762
component	-0.3191020910070211
concern	-0.6968628916000413
concerned	-2.63286714005131
concerning	-1.8517556147126384
concluded	0.18703576948899703
concludes_the_call	1.1955269379705589
conclusion	-1.3631371911137562
concur_in	0.020127622329930317
concurrent_resolution	-0.2238479218366403
conditions	-0.8564100726746571
conduct	-1.208598909306392
conferees_on	1.8212395086009197
conferees_on_the	2.9741496272311965
conference	0.05307633653986404
conference_asked	0.13297455721355822
conference_on	0.03911010896014544
conference_report	-0.1987037248070566
confirmed	2.6876636618990233
confirmed_en	0.9962417965597742
confirmed_en_bloc	1.1894022960060715
congratulate	-0.2975733235252566
congress	-1.7633865829399447
congressional	-1.84685143070799
congressional_district	-0.245634251167976
congressman	-1.3763655443037752
connecticut	-0.9003947953167977
connection	-0.6390340989730262
consent	0.24736341643217521
consent_of	-1.5577074198907597
consent_of_the	-1.8574594852300654
consent_request_can	0.18351866422595578
consent_that	0.7056660445810867
consent_that_all	2.912305096613942
consent_that_it	-0.15366088815361015
consent_that_the	0.7324916935536024
consent_that_when	0.006786134928372614
consent_the	-0.39397083703226854
consent_to	-0.018376705263569448
consent_to_extend	0.7788269607054517
consent_to_have	-0.8925189493184736
consider	-1.7861362294160739
consider_the	-0.47369588108467303
considerable	-1.0767397701942065
consideration	-0.5079504561561395
consideration_of_the	-0.13218973598514167
considered_and_confirmed	0.07676333353795664
considered_as	0.39129925098882196
considered_as_read	0.5199403749511392
considered_en_bloc	2.6221888933969093
considering	-1.6023985392105484
constitution	-1.2963758816686508
constitutional	-0.7353396369309527
construction	-1.1573912836464304
consume	-0.001992715702733916
consume_mr	-1.3095025639610514
consume_mr_chairman	-0.4258079797516976
consume_mr_mcgovern	0.07249757239539437
consume_mr_speaker	-0.983750100530712
consumer	-0.12327633107017985
consumers	-1.3469636231982658
contained	-0.11273761085820783
containing	-0.13216782993511117
contention	-0.04632041756542031
continue	-1.2077979799017209
continue_to_reserve	0.8976373561872639
continued	-1.7160709345199072
continues	-0.3286633601160937
continuing	-0.8799327028377341
contract	-0.8010643983299672
contributions	-0.6152833225294272
control	-0.5217111973252901
control_20	1.0685884741331833
control_20_minutes	0.02949160849024493
conviction	-0.18248397165573568
cooper	-0.8973470533199046
cooperation	-0.0076163527267630975
copy	-1.0781004914050214
copy_of	-0.6708295787172496
corn	-0.19980670916017151
corp	-0.521053995321371
corporation	-1.5393833485517867
corporations	-1.285818743914276
corps	-0.5760299165166444
correct	0.6885302277226714
correct_the	-2.242339340968189
correction_will_be	0.3382090503803888
cosponsor_of	0.011092849684841716
cosponsor_of_hr	0.008084556275253545
cosponsors	-0.22048829399228098
cost	-0.4914170374365769
cost_of	-0.3351258876731825
costs	-0.19753921060410773
cotton	-0.6361660289815361
could	-1.6337321031834682
council	-1.036640417795616
council_of_khalistan	0.20279323038111846
country	-1.1672607271586417
county	-2.4896079406130784
course_it	1.3837395842929499
course_not	1.3595062202351458
course_of	-0.4878877086564702
course_they_are	2.3452307359979674
court	-2.4797220271494558
courthouse	-0.010353527320668326
cover	-0.8881283633686775
cox_of	6.834116425607798e-05
cox_of_california	1.3244424476106056
craig	-0.016439763879635597
create	-0.3366862627931528
creek	-1.5116294026042638
crime	-0.9558321883581986
crippled	-1.0401157842113944
critical	-0.09000274055755433
cuba	-1.0288705868410088
current	-0.2871192065947847
current_form	1.0853548290616266
currently	-0.6128559454467699
curtis	-0.5580937259185245
cut	-0.7041140731867346
d	-3.4708583244694093
dakota	-0.05456971358863968
dakota_the	-0.1645775747406461
danville	-0.8070548661805299
date_of_that	0.07945798506213109
david	-3.5796538839242076
davis	-3.255227184684662
dawn	-0.2546797901864433
days_in_which	0.8651972886614914
de	-5.418205722317407
deaf	-0.17362855121010612
deal	-0.30261307197928766
deal_of_pleasure	1.8800322275398673
dean	-2.1926183963827333
dear	-1.477729294040218
death	-0.5800449529926004
debatable	0.4137388659801681
debate	-0.1866934668453573
debate_is	1.1354620355020422
debate_upon	0.06950413271661045
debt	-0.1106267399975542
december	-0.3038754815304473
decision	-0.34702182886941024
declared	-0.4704513734038982
decline	0.08765041140223498
decline_to	1.1371718818636374
decline_to_answer	0.38213747606974446
deemed	-0.3914667244003775
deep	-0.2356499862148397
defeated	-0.35360405621612073
defense	-1.628946198973844
deficit	-0.32934285990280066
defined	-1.034842589473359
del	-2.238465163426599
delaware	-0.41962603275775867
delighted	0.6231725818642633
delighted_to	0.6406292693174674
demanded	1.8445894423654516
demanded_on	0.16772515312503655
demanded_on_any	0.6416359865010985
democrat	-0.6242678694214745
democratic	-0.9110298701407771
democratic_leader	0.8298509562185346
democrats	-0.7094573182336923
demonstration	-0.04373919449716534
denied	-0.29969735505575035
department	-2.1965013531645017
depositing_savings	0.4703925680535219
depositing_savings_at	0.4749747297211123
deputy	-0.10862055757032096
der	-3.6008111739949213
des	-0.19686529383287277
designed	-0.26447511184841266
designed_to	-0.2583016486340046
desire	-0.27228358640307676
desire_to_offer	0.24964201871672365
desires	-0.9648615276450546
desk	0.5103560082209109
desk_and	0.369272079537289
desk_and_was	0.0005143790990031067
despite	-0.4685759708253233
detained_from	0.24209751368261298
detroit	-0.47581913450322116
development	-0.8228469396579388
dibble	-0.8137904601628355
did	-0.8070876180778132
did_not	-0.13114977489184468
did_not_say	0.30143687601587466
difference	0.31748880454011263
different	-0.32995164815472383
difficult	-1.1545351897393366
diplomatic	-0.02094096522092878
direct	-0.3029114611983814
directed	-1.3028422927334637
direction	-0.8444758219046253
director	-0.7315855497750913
disarmament_conference	0.15409108970730256
discrimination	-1.838435084265938
discuss	-1.2884480179725737
discussed	-0.3591812753366248
discussion	-1.327554938339845
disease	-1.3886728098960097
dispensed	0.403864419692927
dispensed_with	0.1512053303543558
dispensed_with_and	0.7583975434489161
disposition	-0.01108000744720844
distinguished	-1.2655603702002736
distinguished_chairman	0.17335926315450034
distinguished_senator_from	-1.6270779796865518
distribution	-0.01850250850998958
district	-1.1198046617124267
district_of_columbia	0.24793689442929606
divided_and	-1.5456192320289037
division_mr	1.0403542867329052
do	-0.4548974152251082
do_do	-1.2807693239049172
do_is	-0.25354636259527263
do_not	-0.4372729673895879
do_not_know	0.02901468640300979
do_now	0.11579544112198838
do_now_rise	1.2156966162117508
do_so	0.20485643415541208
do_that	1.0030637851391504
do_the	-0.8270666806042715
do_with	0.22907551230103984
do_with_it	0.49404699583216916
do_you	0.3973127334586432
do_you_mean	1.0218665543357555
dobbins	-0.4736551634317091
doctrine	-0.5148234228629497
does	0.023666787365929476
does_any	2.5343969504182415
does_it	0.2935848495069603
does_not	-1.1012621096973605
does_not_say	0.49531784961057757
does_that	0.7754326825565849
does_that_come	1.5801457879824896
does_the	0.6421180775215911
does_the_gentleman	0.5049943704317598
does_the_senator	1.487391924970665
doing	-1.7119156242359075
dole	-1.4665720158347317
dollars	0.05849772929713561
domestic	-0.9359598786055922
done	0.07109787842221654
done_by_unanimous	0.5571598900386818
door	-0.09464721966690558
doors_the	-0.04888001174419153
doors_the_sergeant	-1.5172752104048646
dorgan	-0.15819344256463355
doubt	0.4236112440472496
doubt_about	0.2084387232658151
doubt_of	0.334048990649881
doubt_of_that	0.45558140574861106
down	-0.9176527284968462
down_the	-0.1701100988907328
dr	-2.5479080791665942
drug	-2.064225277599624
due	-0.6961373899828647
duncan	-2.582165254432175
dunn	-0.15849833670781288
during	-2.1837410688085166
during_the_vote	2.8245449006504946
duties	-0.8002145068533485
duty	-0.4981516898752812
e	-4.18921292528727
each	-0.5182088898965671
earlier	-1.3320619837428063
early	-0.9824466380498247
earth	-0.15438866209379096
east	-2.063983106009903
economic	-1.4722908404136896
economy	-0.16383927142391874
editorial	-0.742181392519462
education	-0.38653310343131153
edwards	-2.738910712553726
effect	-0.6067527486438685
effective	-1.501618938730028
effort	-0.623092838441383
efforts	-1.0806704202012716
either	-0.5837343110065933
election	-0.16763983813377556
elias	-0.46463287165541517
elizabeth	-1.5737533532667387
ellis	-2.3279387683330044
else	-0.74033945779695
employee	-0.198941140615274
employees	-0.03182042155827972
employment	-0.35701501412983644
en_bloc_the	-0.3301136851046146
enable	-0.7753044940622461
enacted	-1.4229165194516356
encourage	-1.270617893720504
encouraging	-1.0440324513852124
end	-2.8120228719202034
energy	-1.2789323675877453
engage	-1.3342356344265505
engineer	-0.1338615604659223
engineers	-0.08395860156689147
england	-1.1691761253590598
english	-1.0215093185962665
engrossed_and	0.4588645206487525
engrossment	-0.1433264521836447
engrossment_and	-2.2236853236002996
engrossment_and_third	-0.18062588968689064
enough	-1.5528157452362308
enough_to	-0.33434691068670164
ensure	-0.634775481922959
enter	-0.878124073316066
entered	0.39632546437757477
entered_the_chamber	1.3518133571655913
entertain_up_to	1.40146606227663
entertained	0.10535860627045109
entire	-0.9139000429909913
entitled	-0.5412492539395897
entitled_to_the	0.9408996096768301
entity	-0.5876305946547807
environmental	-1.969141791333516
equally_divided	0.2272242589028271
equipment	-2.035038177775988
eric	-0.5809546155559089
errors	-0.42685388333541235
establish_postal	0.8255580215997166
establish_postal_savings	0.028385494652775706
europe	-0.01199692360970321
evans	-1.4530717148180456
even	-1.3945335368583736
event	-0.13154134690329664
ever	-1.0246366398474107
everett	-0.009191744813006008
every	-1.397518693560444
every_one	2.0659070591191626
every_one_of	1.4339795206893888
everybody	-0.17674495037507781
everyone	-0.37756854461786304
everything	-0.7621218938971989
evidence	-0.38836219584596204
evins_of_tennessee	0.008819813613632198
exactly_what	-0.6827455703438842
example	-0.6124418528197837
exceed	-0.9552328044670032
except	-2.658904848473822
except_by_unanimous	1.1795977984362804
exception	-0.1955706751280903
excerpts	-0.537242273336653
excuse_offered	1.227271265810749
executive_session	0.9322629959595131
exhausted	1.439593900239733
expect	-0.2898890714455665
expenditure	-0.24098529916084185
expenditures	-0.26185420137053805
expenses	-0.19516851477407174
experience	-0.9959436640524557
expired	2.8816392497047745
explain	-1.7334662536267258
explaining_the_purposes	1.732257521336925
explanation_of	0.0951655500972221
exports	-1.1986417459339962
express	-1.1978051151029248
extend	0.30497069801395515
extend_his_remarks	1.1427297284656475
extend_my	0.028819997063987343
extend_their	0.10506501012917141
extend_their_remarks	0.7117406843108435
extension_may	1.440035319207769
extension_may_be	1.0183898788515688
extra	-0.1001979189503972
extract	-0.08782550077305887
extraneous	1.1348055504121752
eyes	-0.2025784374006986
f	-2.5813462987745592
facilities	-1.5142121992476434
fact	-0.5967735813664681
fact_that	-0.9605120014527492
facts	-0.01176183540764731
failed	-0.7782555736402668
failed_to	-2.580621972215399
fair	-0.4236913054480927
fairness	-0.07471608093226766
fall	-0.1683433774017266
families	-2.1152318600069533
family	-1.0082002272987725
far	-0.7801629250104603
farewell_address	0.3558084618294827
farewell_address_as	0.9738408873209594
farm	-1.8961795455212502
farmers	-0.4640789751663749
fashion	-0.9418007009698379
favor	-1.0262579176887383
favor_of_it	1.381609737414143
favorably	-0.08943056084214993
fear	-1.5167457187972537
february	-2.1650392406655006
federal	-1.689470878592075
feel	-2.5217879051316823
feet	-0.26162361449915233
few	-1.4982100180805638
fiber	-1.1108717754411483
field	-0.3609538708588065
fifth	-0.18884083920257833
fill	-0.08891550630453922
final	-0.4697165767942868
finally	-1.0252923785132957
finance	-0.9267518085358347
financial	-0.886939583068121
find	-1.893950421141468
find_out	0.193582995071853
finished	-1.1558896981868867
finished_reading	-0.5544095849791123
fire	-1.8766214839244255
first	-2.6764757537906267
first_amendment	-0.692949212332999
first_reading	0.8449213783009993
fiscal	-2.5360592032639935
fiscal_year	-2.2434173012793854
fiscal_year_2005	-1.4922815943879422
fiscal_year_2006	-0.22365316634585544
fiscal_year_2007	-0.9902346857557559
fish	-1.3652658109624622
fit	-1.0248953748021594
fit_to	-0.3721726549843054
five	-0.10340207015349659
five_minutes	0.2555268611941605
fl	-1.1462986777579771
flanders_smith	0.1003454188475848
flanders_smith_of	0.46412402934864144
flood	-0.8862761627282996
floor	-0.12942536525855883
floor_and	-0.528440885923522
floor_i	-0.4356016516212039
floor_i_suggest	-0.5933373008825663
floor_mr	-0.5424580604883901
floor_to	-0.3400836777755565
flores	-0.08407046339738462
florida	-1.4180366881056168
florida_mr	-1.4992683086690066
flow	-0.3436105309655844
foley	-0.7122043401566264
follow_the_remarks	0.12609672116398163
followed	-1.640351353564554
following	-1.0948786981064282
following_article	-0.272650260011828
following_is_the	0.010314940428975598
following_letters_which	2.8697744357192074
following_my	-0.3892292629099872
following_the	-3.0112171031438555
follows	-1.3002844630472143
follows_bridges	0.20199550980731146
follows_bridges_flanders	0.7199143726891877
follows_the	-5.981531813900334
food	-1.3183685538985657
foolish	-0.31554978232949116
for	-1.413917379594964
for_1	2.6223233791984195
for_1minute_speeches	0.08109817458406321
for_30	0.5733576863173826
for_30_minutes	0.039198642295752484
for_5	0.6934148976835263
for_5_minutes	0.41565423507915195
for_60	1.3052297653943095
for_60_minutes	1.9855995140877918
for_a_question	1.9959415466119153
for_a_short	0.02294301500940475
for_depositing	0.7789301693668315
for_depositing_savings	1.3364120491789846
for_further	-0.5804835375159865
for_his	-0.4842779142272677
for_how	2.5332633114770484
for_its	0.15208624038050927
for_its_immediate	2.0848810431266025
for_one	1.256369201450517
for_repayment	0.24965001460736336
for_repayment_thereof	0.18164261419084693
for_that_purpose	0.8952129418284396
for_the	-1.5302580585522891
for_the_amendment	0.6909098471801887
for_the_following	-0.07643500999787023
for_the_information	0.3092044525316676
for_the_present	0.07855119633601465
for_the_transaction	0.020296333789551965
for_their	-0.3774208491559198
for_time	0.16471690691144145
for_today_on	0.03313718951081143
for_up	0.11782282369442149
for_what	1.5881215188819313
for_what_purpose	2.5188820168097066
for_yielding_mr	-0.7293725437418321
force	-1.2100788184049878
ford	-1.1430120754086939
foregoing_bill	-4.225320393751069
foreign	-2.6367203538317523
forest	-0.29296163853548884
form_of	-0.7478085895125361
former	-0.69601031783988
formerly	-0.31949689532847503
fort	-1.917038813833929
forth	-1.3308252742874211
forward_and_lead	0.25217616209699356
foster	-0.0697019941206444
found	-0.17110262717879376
four	-0.48371709593629675
fourth	-1.7960602454932109
fox_of	0.0546186480665725
fox_of_pennsylvania	0.4098142224887645
france	-1.9957847440825585
frank	-0.7819436158593862
frederick	-0.3710877359803967
free	-2.0980091067419036
freedom	-0.382687483108956
friday	-0.6692172207071697
friend	-0.12029919618578065
friend_from	-0.0986398576519327
friend_the	-1.4720371696863923
from	-0.5811882149759005
from_alabama	-0.23454584524146432
from_arizona	-0.009161743283615721
from_arkansas	-0.12428036481996707
from_california	-0.4104821113119762
from_california_mr	-0.17497060765817904
from_california_the	-0.4924807881690133
from_colorado	-0.11770379753507809
from_connecticut	-0.05138739112742688
from_florida	-0.03342840779074738
from_georgia	-0.11342543825409315
from_idaho_the	-0.33039813141457064
from_illinois	-0.1394975348250958
from_indiana_the	-0.39998914674557473
from_iowa_the	-0.05383502492235029
from_kansas	-0.019344815335633658
from_kentucky	-0.3193324574658826
from_louisiana	-0.16739162615325115
from_louisiana_the	-0.9988836758305133
from_maine	-0.7403006738764885
from_massachusetts	-0.6545178261333104
from_massachusetts_the	-0.007367982453027708
from_minnesota	0.08971407758298616
from_missouri	-0.8193915468329596
from_missouri_the	-1.8768540711036907
from_montana	-0.16990390613025
from_montana_the	-1.2177659966341254
from_nebraska	-0.4984751035367313
from_nevada_the	-0.9608953897314444
from_new_york	0.9525752580432651
from_oklahoma	-0.17029064054624404
from_oklahoma_the	-0.06784534466924243
from_oregon	-0.5155519257709057
from_oregon_the	-0.3754740067411265
from_pennsylvania	-0.20950530326563668
from_pennsylvania_the	-0.6956178323018534
from_tennessee	-1.2478634249599108
from_tennessee_the	-0.10079280380184497
from_texas	0.25634495088559595
from_the	-1.9108352866946354
from_utah	-0.31544168894283536
from_vermont_mr	0.608903020320135
from_virginia_the	-0.5495568742945208
from_washington_the	-0.04196736096325522
from_west_virginia	0.6873417090370088
from_wisconsin	-0.31376824719593777
from_wyoming	-0.1063879493560942
front	-3.906374442951684
fruit	-0.5424320707412295
fuel	-0.7865456917209047
full	-1.7978174842532582
fully	-1.1935931117115521
fund	-1.589349007037026
funding	-0.9453170105731709
funds	-1.0662357019863422
further	-0.22182418180400248
further_amendment	1.6410408363814544
further_ask	-1.1513982778100353
further_consideration	-0.7021054161274116
further_debate	1.136762780097594
further_i	-0.5505873041078745
further_proceedings	1.2221334905977193
further_proceedings_on	2.9101323967403125
further_requests	0.05753764912427778
further_requests_for	0.0010756909727404269
future	-1.6201852508326944
g	-0.7849641343080588
ga	-2.4936082263030444
gen	-2.3906648664109023
general	-1.8406155744949964
general_debate	-0.8194115121262698
gentleman	0.9123472281850867
gentleman_a	0.6923513133664708
gentleman_for	-0.06803944903634536
gentleman_for_his	1.3266737645485518
gentleman_from	0.7884778679427759
gentleman_from_california	0.827013328548454
gentleman_from_new	0.44433524987538126
gentleman_i	-1.1857328742546807
gentleman_mr	-0.75727129792402
gentleman_will	0.24332573945939803
gentleman_will_state	0.8462301622856341
gentlemen	-0.8570283093685539
gentlewoman	0.6009928049464641
george	-3.188468196604688
georgia	-1.068216065194374
german	-0.13717243227939827
germany	-1.4527265898330872
get	-1.2783792774726908
get_through	1.7083790919282962
getting	-0.8384188096396209
gibson	-0.49754645682182497
give	-1.8745007658900086
given	-0.668999210585531
gives	-0.08826421425070019
giving	-1.000112932245104
glad	0.7736282295549939
glad_that	-0.043811461221577364
glad_to	1.0841202586782153
glad_to_do	0.4843210876591227
glass	-0.019198458809301003
go	-0.5396484092144433
go_ahead	1.0997272118653967
go_over	4.00009222473499
goes_over	2.7880272727965343
going	-1.4197100483396592
going_to	-0.9220041903795684
gold	-0.8210935279075244
goldwater	-1.478358091459694
gone	-0.532310866961516
gonzales	-1.429527470078249
gonzalez	-1.1631242793528174
good	-2.106425586121064
got	-0.24477513548300528
government	-1.372814437523808
government_for_repayment	0.3947293550754081
governments	-0.8117123152321744
governor	-2.3018783384730583
grace	-0.6683356708774805
graham	-0.5183033683375226
grand	-1.2486379797823952
grant	-1.4937144859533293
granted	-0.851187697778791
granting	-1.4210639879853428
grants	-0.6970860571281325
graphic	-1.0640651835876298
graphic_tiff	-0.9155730803742319
graphic_tiff_omitted	-1.8022670928282796
gravel	-0.7532344840445194
great	-1.2041003051313757
great_pleasure	1.220992383686814
greater	-1.350693270939705
greece	-0.24957023326069477
green	-3.0889171337134407
gross	-1.1227719033391241
group	-0.635478364830657
groups	-0.9357013806500454
growth	-0.43235188839540584
gun	-0.2994745605732091
h	-3.5537349835391887
had	-2.0679196268363844
had_been	-0.31053686340229775
hagop	-0.47874690124884206
hagopian	-1.0805579244332681
hall	-1.0438663045344947
hamilton	-0.4368150200935607
hand	-1.1410632386718844
hansen	-2.5523611384121447
happens	-0.7001893861064445
happy	0.0440579589183274
happy_to	0.83698397187274
happy_to_do	0.2069644294109596
hard	-0.6848688110054664
harris	-0.7702354140354571
hart	-2.1870528532777174
has	-1.067986549549522
has_again	0.08256528194318714
has_again_expired	0.6125252582123369
has_been	0.010845412049040222
has_been_adopted	1.2651298216828717
has_been_cleared	1.624235537614834
has_been_entered	0.03531503789344795
has_expired	1.8872614344336758
has_not	0.4680270014598535
has_not_voted	2.558438274914278
has_nothing	0.21495873641947547
has_nothing_to	1.789932326394349
has_the	0.2575722076539123
has_the_floor	2.2525965387954394
hatch	-2.454901282559185
hatcher	-3.042388942500694
have	-0.5770209704347351
have_a	0.10935384663047001
have_a_general	2.3029004334131105
have_all_senators	0.7050576587121192
have_an	0.5072985698248789
have_an_amendment	1.3469282678830665
have_an_explanation	1.3739734068895155
have_any_time	1.652037842423864
have_been	-1.2368660279717572
have_been_ordered	1.5880440906972786
have_heard	-0.15371833829361561
have_in	-0.15340802483851895
have_it	1.4267557934495358
have_made	-0.4752749957951495
have_my_name	0.04720100061907078
have_no	0.007358995832882293
have_no_further	0.001777650083003901
have_no_objection	0.8190111648675932
have_not	0.46972380422380955
have_not_reached	0.020638019698130453
have_order	2.2777205900855564
have_printed	-0.39016359997237293
have_the_floor	1.1750587268544994
have_the_high	0.6312895617128561
have_the_yeas	0.19253765813774693
have_to	-0.44557522860952686
have_to_object	0.40088831966246746
having	-0.15683684603023967
having_been	0.18416842866376626
having_been_presented	0.174615151270672
having_resumed	0.13623687632581477
having_resumed_the	0.19055090129751828
having_spoken	0.3019990894806104
having_spoken_for	1.9119216421212315
hawaii	-0.8856172747075234
hayes	-0.1820127367602571
he	-2.1947423657365857
he_has	0.004544552818233375
he_has_not	2.1915562406433025
head	-1.0336454757990667
healing	-0.354399186500436
health	-0.9664269897111354
hear	0.13450522876569704
hear_it	1.1450713500199603
heard_on	0.03731957091020271
heard_on_the	0.9404532579619416
heard_the	-0.11638898513321362
heard_the_senator	-0.4294367039240514
hearing	-2.263074772739339
hears	-0.37465213473667425
hears_none	-0.44020885155728284
hears_none_the	-0.5721782532492384
heart	-0.3520631204179299
heavy	-0.025423991121450357
hecht	-1.0354807797609578
held	-1.229883404585587
help	-1.564918928016466
henderson	-0.44716627582177276
henry	-0.26777598128816504
her	-1.3719297833730197
here	-2.525193023876612
hereafter	-0.07667087018551377
hereby	-1.3349858703996718
high	-1.0676501483581162
high_privilege	0.2414034059185476
high_privilege_and	0.21850288977037022
highest	-0.0898671989902291
hill	-1.0629094790039244
him	-1.4794265076458468
him_to	-0.2608554063968753
his	-1.498889867691421
his_ballot	0.1263084369772384
his_ballot_was	2.6220204750075786
his_gavel	0.14740586196928396
his_name	2.8470452076012305
his_remarks	1.4546709616881732
his_secretaries	0.830280032191113
historic	-0.33687629204361536
history	-1.434573365179578
ho	-0.3151655197637946
hold	-0.2717136457517822
home	-0.9722954548027316
hon	-2.819757397459354
honor	-0.40669486859004367
honorable	-1.304005535583595
hope	-1.0894015000171908
hope_that_will	0.20488150024876778
hope_the	-1.1768353747092737
hoping_it	0.948124047827897
hoping_it_might	0.3184012242899241
house	-0.799818481674082
house_adjourns	0.6942437709951619
house_adjourns_today	0.4533573316109044
house_and_took	1.7057580204026903
house_as_in	0.006453592573096301
house_automatically_resolves	1.0316586677571364
house_concurrent_resolution	-0.09308101393867979
house_floor	-1.0382454014033464
house_his	0.577473880376328
house_i	-1.283271045496635
house_is	-0.8057778381728896
house_joint	-0.20051329323744865
house_joint_resolution	-0.016745505413894583
house_mr	-0.06764450823736555
house_on_the	1.6315960529562608
house_resolution	-1.14097099664426
house_resolution_319	0.5198802570475387
house_the_following	1.5057975317127306
house_to	-1.047428812782536
house_washington	0.21267681221814333
house_washington_dc	0.13611432129791273
housing	-1.2014743869740092
how	-0.37091665115833283
how_long	2.889726039135028
how_many	0.758542516315539
how_much	1.7216367733603624
how_much_time	2.3825820984668815
howard	-0.44952304188969827
however	-2.2100731895852608
however_i	-0.7905946307541626
hr	-3.1095709035718326
hr_8265	0.28613825638442514
hughes	-1.3241103907612368
human	-1.1237956915261067
hundreds	-0.005566206425628564
i	1.7769546180665097
i_a	-0.9310842589002394
i_addressed	-0.3457504360148385
i_addressed_the	-0.9642300129644426
i_agree_with	0.8705088358119
i_also	-0.170289539501583
i_am	-0.6079002307256295
i_am_happy	1.417791378150624
i_am_paired	3.436663940838363
i_am_pleased	-0.15938133129870047
i_announce	1.2824476603658241
i_announce_that	1.5269435228650028
i_appeal	0.1148219762502494
i_appreciate	-0.21799846612614449
i_appreciate_that	0.4690486777815933
i_ask	0.6078218970796359
i_ask_for	2.5884844461028957
i_ask_that	0.2439139480326714
i_ask_the	-0.17296290060214395
i_ask_unanimous	0.41098121942786037
i_beg	0.1500225618916616
i_believe	-0.576910656418264
i_believe_the	-0.09307895857986229
i_call	0.02536930088651153
i_call_for	3.0357652664151926
i_call_up	2.0603765407301515
i_can	0.45267107462222794
i_continue	0.3059233173610406
i_decline	0.1247631307676936
i_demand	2.1110150338889704
i_demand_a	0.2771591851192712
i_desire	0.8885278202766179
i_desire_to	0.45541182703096583
i_did_not	0.8744773426216831
i_do	-0.014883844893390416
i_do_not	0.3270842760474799
i_further	-2.3771517251855423
i_further_ask	-0.15046126899316853
i_have_a	1.2359944006382257
i_have_an	1.415211545500914
i_have_no	0.32559644916480446
i_have_not	0.6108633709555371
